,Wild Bird Cases,Outbreaks,Mammals,,,Alabama,Alaska,Arizona,Arkansas,California,Colorado,Connecticut,Delaware,Florida,Georgia,Idaho,Illinois,Indiana,Iowa,Kansas,Kentucky,Louisiana,Maine,Maryland,Massachusetts,Michigan,Minnesota,Mississippi,Missouri,Montana,Nebraska,Nevada,New Hampshire,New Jersey,New Mexico,New York,North Carolina,North Dakota,Ohio,Oklahoma,Oregon,Pennsylvania,Rhode Island,South Carolina,South Dakota,Tennessee,Texas,Utah,Vermont,Virginia,Washington,West Virginia,Wisconsin,Wyoming
5/1/2023,496139800,,,,5/1/2023,10020700,7996100,29928500,1587700,24227200,207300,237800,4045400,7625400,5561800,568100,237700,174600,31019600,1754800,24409400,1440500,1100400,364200,349600,469500,21787300,4729000,4937000,7499100,1654700,576300,599200,35761800,1594500,1518500,4553500,246700,64030000,1220800,1160000,40700,3318100,3584300,7928100,160802400,3050100,485500,2540400,1299200,276900,270000,7349400,
5/2/2023,529771400,,,,5/2/2023,10628800,17162200,20257700,7026500,15268300,34600,7200,8679700,7756900,3732400,623400,242200,760300,23223800,1720900,52645400,140400,99100,79000,257000,25350400,26400900,4324200,8040200,25519400,1266700,72200,32800,17377000,1069300,1203300,16385700,243200,34431600,4490600,803200,8600,2507000,20028900,4161300,142328700,1765600,115200,694400,8832400,597700,2271400,9103700,
5/3/2023,812051400,,,,5/3/2023,20670900,7293300,83709700,8760700,8656500,17900,6100,5723300,7818500,3128000,17918500,3539400,33695400,73313400,5666800,45763700,330300,38400,30900,1922100,23601000,39229100,73130900,9408000,40003200,1256800,31800,33000,18437200,428900,915600,14448900,579600,65329500,5197100,144300,3500,2353000,14733700,11905700,137138900,811600,49800,217900,6080800,296700,13799200,4481900,
5/4/2023,944989400,,,,5/4/2023,47625300,3555900,44179500,6725900,7114600,57600,243800,20976100,45623900,876900,37883400,18863200,43967900,38792600,21248300,40965200,573600,1248900,68100,9282600,60156000,57276600,35396200,12410900,23075800,920700,161000,445400,7647900,798700,11076800,43462000,13842500,34817900,869000,3357500,11400,13779600,26170500,35082000,128339300,298300,119600,8450300,1182700,5518700,25761900,4686900,
5/5/2023,942941400,,,,5/5/2023,26327700,7081500,65830500,11758700,2856100,195100,459000,19781800,26916000,499700,28794100,14413200,33336600,61908200,21584800,31021800,1596900,5658700,557200,12086100,29340800,43332400,67286900,5910100,33118500,1058100,1045100,824500,4900200,4251900,16279700,44039200,16199000,59584600,2815200,17129300,73600,5799400,18924800,29615100,105147900,306400,981800,28109500,844100,14606600,17035100,1717900,
5/6/2023,1031592200,,,,5/6/2023,46733100,10623600,66266600,12810700,5004100,424800,1208300,12860400,41215800,1059600,61526400,26833500,41908600,54171300,42778000,25744300,3009600,7597300,503600,7188100,10736700,39030300,113594200,2517100,53620300,908300,700200,3737300,11396900,9295800,12528200,2090600,24039600,18353400,1503900,32224400,77700,9551800,21488600,70986200,67799700,295700,600100,17489600,6558300,12953600,13694500,4351500,
5/7/2023,641169100,,,,5/7/2023,19436100,12970500,61764700,22347200,5241300,422500,401900,10111200,22322000,1343300,19842400,8289900,22683500,13538800,9784000,27901800,3373500,2017200,939900,4654600,17571800,27793300,49583400,6364300,7797500,3012300,1126400,1547300,14562400,4503200,8609200,4143800,9068200,27806800,2313300,5240900,200300,9453200,16934500,21690900,86066300,966100,1724400,8998600,6154900,7720300,14799700,6029500,
5/8/2023,867068900,,,,5/8/2023,16156100,10577800,45066000,21309600,30022700,134400,450700,5747000,14402100,1835700,14796500,7835200,53175100,51192200,22091600,17252200,940800,2780400,242400,8948000,33271500,18532100,42147000,12475900,66098500,1305400,507200,690700,27056400,3673800,15617700,42118300,6258600,40565100,1914200,4880100,39900,9512100,35731200,42139300,84092400,1162200,518400,11859700,3716800,5403400,24697900,6126600,
5/9/2023,818905600,,,,5/9/2023,8851800,15669500,40313300,11092700,17237800,604800,106600,10009200,9218900,2641500,69341900,11934800,61545100,21136300,13647500,18019800,6322000,775500,1638200,13354200,42627900,18045700,46738800,7489300,40063300,2248900,2186900,756800,21309300,6127800,3267000,38168300,1547100,22370200,20379600,2318000,188200,3599500,46114000,22475700,79941400,3134200,2151500,2786900,4693000,1414500,34949900,8350500,
5/10/2023,845632800,,,,5/10/2023,10121900,2751100,7873100,20113500,2977000,922400,1043200,9173700,13837100,2080800,59809000,28665700,54610500,42938500,38141700,13507200,12744200,5811300,1351000,18119100,62895900,10241000,53747100,7238300,11397300,1621700,2179600,2908800,5525300,10343100,11709500,44541500,23920200,15505500,12381200,16733800,202900,6527300,14741000,30929900,61890100,624800,2057500,19737300,8272000,16555600,42483100,2129500,
5/11/2023,753918600,,,,5/11/2023,7959600,7525800,29321000,28228900,494300,1411900,755800,10642300,15615400,2571000,32799800,22307400,16465300,21677800,21562200,18870800,10483400,5140200,2563700,23555900,47748700,13282600,41470000,1628600,6980300,2987900,3119900,2685700,2671200,16757300,8935300,32442800,32288100,21599900,9636900,23266500,309300,4792700,12410600,17471900,78696000,810000,3813100,16754300,9801000,19385400,41445300,774800,
5/12/2023,670992400,,,,5/12/2023,8989200,26840800,62108900,24807500,1503200,1626900,461000,3215500,7908400,1781500,41999100,12431300,42366000,13818900,22119100,15471200,15821900,3012800,3007100,10901700,28184100,10303100,75816300,2057800,3089000,1871100,4254000,2490300,21906100,12064900,5456800,3337300,10652900,31637800,7103600,17706800,350000,5363700,2352300,24638700,40018800,2710300,3213600,7735200,7387500,8837800,9800600,460000,
5/13/2023,480165100,,,,5/13/2023,8626200,32434400,23565100,32813300,1850900,74100,21000,3758500,9765400,2192200,33197400,13853400,32443200,17326000,26194700,5709600,1246300,163300,557900,2096000,3470000,11989500,51528000,5304600,1772800,4426100,402500,140700,5435500,1356700,6647900,18843300,3788400,24630500,4116000,2119700,67800,5344600,2382900,24657300,33024600,3867600,311900,3565300,4397400,3497300,4542800,644500,
5/14/2023,462507400,,,,5/14/2023,1979000,16530200,14634400,26876300,1356600,38200,72800,3362700,6513400,6686900,10702600,7552600,1994800,9347600,16960100,5546100,3542300,484900,164200,4347500,23170100,3417500,30541600,25767900,21177600,7940700,512500,241900,4870400,2076000,7226300,39854100,3375000,17817100,7856500,633600,15800,3564600,18769500,16245500,52543900,5628300,811000,9421900,4172500,6451300,6259500,3451600,
5/15/2023,584092000,,,,5/15/2023,3944700,18780600,15150700,20353500,24557800,938200,550900,2716300,6928500,5267400,27045600,18941900,15836800,2979900,21878800,5887300,7835600,3077300,2706600,11591200,22777900,7178700,13163300,8303600,41104500,7641900,2024800,1548800,13482600,8474900,5605800,9835400,23401700,3250700,21814000,13753900,427800,3630500,22382300,15025800,37813700,7359400,1598500,6567800,16249300,12481800,25515700,14707300,
5/16/2023,436142600,,,,5/16/2023,3367300,6387400,1798700,17639000,13819000,615500,151100,3149900,5152200,5420900,17347500,6181600,45695700,25355300,3920000,2020300,505600,920200,1028000,1788400,19818500,2732800,15680000,6045900,25635500,3904000,347400,719400,10755300,1385600,3513200,16693000,5542500,15122600,11201100,4478100,242500,2744000,21305200,2630200,63466600,2577600,134100,4206700,13408900,3272800,10257800,6057700,
5/17/2023,568178200,,,,5/17/2023,2327900,9858800,13584800,13638300,9479800,12400,94100,3896800,3684600,5542500,33472700,9732000,62940500,41025300,8333400,4670300,742200,1012600,27100,13931500,27657300,3642100,69937200,8178500,3748500,4693200,135100,43400,11976300,1010600,3091200,4281400,3748500,25614200,17207700,1489300,3000,2147300,7918700,5078600,75278300,1395800,265900,5728800,9056800,4173500,27250800,5418600,
5/18/2023,527376400,,,,5/18/2023,3001300,4906200,13969700,9921200,1478500,464300,178300,2714100,1111300,4408100,32745900,23120900,22787300,20612300,12712700,8680800,22427600,3032800,2220200,16362300,2458800,6168400,30536900,13886300,9767700,1853200,5517500,495900,5499200,23297800,1035900,1098000,30253700,21677900,13491600,22876700,135800,212200,3072400,6672600,64737600,772400,5484900,7096900,5563500,14204000,17279100,5373700,
5/19/2023,354448200,,,,5/19/2023,3413700,10457900,12723700,12365800,4892600,155900,127600,2363000,4108200,2376700,617800,706000,549700,3092300,6564500,12882700,8325000,1599100,631800,1378000,19445800,7695800,1087900,14875500,32196900,3609300,1752400,454600,8002800,11614000,951200,26762400,9970100,1183700,6519100,12355100,40800,1017800,24245200,6785400,44023100,1695700,2061300,3739400,5508200,6310700,1914200,9297800,
5/20/2023,411515400,,,,5/20/2023,967100,11058400,13080100,9595200,6236700,109400,261100,4473900,7924700,2979900,6237900,439200,54584200,23552200,320000,4442800,1740600,646000,327400,5525500,35373100,2703400,13070200,11223000,15349700,2255300,331200,340000,6865400,2026700,2265200,23219100,429900,15319000,5283200,701400,44600,4442400,25693700,443400,39999600,1397400,596600,1975600,4157400,642500,36836500,4027600,
5/21/2023,464797600,,,,5/21/2023,1447500,22158200,15390300,16019800,6507700,53600,483100,1126800,2487900,3208700,12207700,8038400,33543600,23240900,2592200,3994400,1135600,1441100,195300,17990900,41936200,5650400,23112400,14201600,13175400,5528400,566300,752100,8535400,2633100,2791700,24943700,5968900,19964000,2154200,1567400,22500,1480800,16439300,2682700,39290500,1916500,462600,4473400,931200,1964200,42308100,6080900,
5/22/2023,452971700,,,,5/22/2023,1754700,35642400,17824300,21850800,7000200,239500,435200,805900,872800,1818700,9498800,6709000,18225600,20604700,6643400,6340500,11207200,2696700,700300,14920400,30061400,5995400,19484900,4551300,11844400,7548200,1577500,1145400,14767600,10088600,1641200,12510900,7724600,14704600,2086300,9839800,44500,933400,8637200,7496400,51899600,2468400,1776300,4723200,1628000,4889900,24457300,2654300,
5/23/2023,372383300,,,,5/23/2023,783300,22341500,14614700,21850800,5221100,158200,16700,653900,561400,2377800,12257600,6709000,12304400,20440100,8085000,2823700,7570400,421600,580500,5029900,11863400,2696800,21601900,8687400,11721000,2390000,1713400,119900,22805700,11967600,527100,8728700,7217300,17136500,4928000,5897400,35700,306700,5932700,5885600,50635500,1681000,2301200,1196100,2624700,2592200,11344900,3043300,
5/24/2023,238709300,,,,5/24/2023,1423500,13625400,6819400,4568700,4038100,21300,170300,390600,1257500,1993900,5990500,1364900,9810200,14879500,2385900,1503200,402900,537100,65500,1076900,6494100,1635500,16413500,2398200,10167700,959400,107900,399100,24749500,142300,1312900,7041900,322200,15969100,5561700,408500,9800,598000,7963000,1972600,49462500,1734700,53100,1966100,2842300,628000,2672100,2398300,
5/25/2023,230554000,,,,5/25/2023,644900,9308800,5145800,3536100,5806300,81500,105100,338000,456600,2579400,1771600,350100,7379200,14938200,315900,1567600,940200,365800,127300,5916400,23239300,784900,8081500,2491100,12732100,642400,286000,618600,25160400,648700,416000,7419400,218200,12922100,3419100,538800,21500,260300,5976000,739500,44791400,1248200,237200,515000,2299600,436100,10463500,2272300,
5/26/2023,215222500,,,,5/26/2023,1104000,7355000,4181200,4346300,4730800,324400,69000,183300,407400,2466100,5762500,3319700,6554900,14317300,2588400,1391300,6305000,597200,572300,4388900,9320800,1235100,6974600,3341600,12732100,1001300,864700,460100,14399900,1808900,218300,6574200,3506200,14352600,2595200,2474600,101100,129800,6408800,1997900,36175100,938900,670200,844200,3391300,1686900,6860800,3192300,
5/27/2023,197175000,,,,5/27/2023,614300,4093800,9343400,8646400,2521300,172100,13700,593200,336300,1674100,7424500,5768500,6755800,13620600,2291600,2203700,6129000,218500,340200,3476600,6606900,1121000,12894300,2553800,9262300,2716800,815600,137100,5061300,3715400,277200,7522200,4185400,13280100,1748400,3100100,30300,217500,3698500,2228100,27809500,610000,793000,355200,2671800,1074000,5452100,999500,
5/28/2023,178972800,,,,5/28/2023,552900,4293400,10258400,4719200,4432900,37400,7200,1503200,2004600,1393100,10790200,4945400,7486300,9184400,2427000,2840900,554100,58900,98000,4076800,6252400,2166200,13930500,1958600,7843500,1559300,276500,39400,4553600,1896100,1132000,4605600,2347600,10262500,1672000,1040000,10000,1224400,4201100,2110300,27592700,1239600,287200,689900,1830600,449900,5095500,1041500,
5/29/2023,182955200,,,,5/29/2023,402200,3398700,7779700,2299600,2626400,45600,6900,830500,709000,2086600,6342900,4342500,7913700,11618700,4135600,1882900,4623600,129600,160900,4040500,5130700,1456300,12762000,2104700,7329100,957600,700900,36000,11911800,2527600,2007300,2310100,5053300,10056200,1804400,1465800,9500,1402600,1739200,2404900,30154000,1329400,700100,1261900,1736400,1754600,5680500,1792200,
5/30/2023,176298600,,,,5/30/2023,1291200,2750900,5722700,1796700,2745400,21700,6300,772400,1364900,1694100,7014300,4910600,6343200,7853800,4276100,1406100,1754900,72300,62600,4613000,7320800,1985500,8809200,4681000,7594200,756800,210400,27700,10219200,1801800,769000,4424300,4731800,9044900,1436200,1358600,5800,229600,4881700,3854500,33303500,984300,269000,688600,854900,1177400,4448300,3956400,
5/31/2023,143713100,,,,5/31/2023,1119400,2220000,4022000,3109400,1351000,45200,21400,224000,776700,950400,5578700,4098900,4648400,9682900,2823400,1186300,886900,152400,105400,3803700,7717500,1447900,7710100,3074400,9069000,779800,199400,48200,3898100,1875600,1514700,5012100,3445500,6603800,805600,1348300,9700,348500,4218100,2786000,24397700,417300,300300,1879200,747900,1110500,3777700,2363700,
6/1/2023,107183000,,,,6/1/2023,211900,2008300,3695500,4853700,855700,86800,106600,522400,456000,742600,2848100,2338000,4481100,6708200,1143200,925400,606100,334500,184100,3537900,4206300,965100,5667000,2962300,7645500,2324500,181600,278500,1157300,626600,355400,5481900,1896000,5534400,827900,1064300,32800,105500,7117000,693200,14785400,622300,146800,625100,879300,637000,2552700,1165200,
6/2/2023,96021400,,,,6/2/2023,165100,4130500,2840300,13984000,1740800,96900,619100,351900,360400,598300,1843000,951100,3356600,4688600,414400,1004900,309100,982100,172200,1005100,3112900,252800,4774400,2728200,4599700,5022300,113200,449500,1171600,556100,343900,4021500,405300,4045400,1343800,501700,38200,202800,7618900,326200,9430400,338800,57900,733000,1086300,235600,1685600,1211000,
6/3/2023,101198400,,,,6/3/2023,186500,13785700,1158100,10025800,1251600,19200,6600,381200,343900,775300,914400,376000,2047300,5707200,483000,322800,212600,101900,33400,547600,2929500,253400,3214700,6134300,3827100,4507000,92200,26600,3041600,742000,316700,4089000,676800,4960700,937300,490500,3400,367400,3883300,281600,13590600,937100,147800,449700,764100,469800,1011300,4372800,
6/4/2023,89496700,,,,6/4/2023,693300,10878400,808600,8668000,1576000,20900,24900,357500,524900,2391400,810300,503100,1869300,3536000,450600,955100,220900,81600,57500,1100000,1915400,855900,2475700,8837400,3505900,1536400,59500,76700,5793400,648600,345900,2632800,638600,1798800,825600,537400,9300,221400,4044000,897100,10728700,589600,84400,188000,253800,160700,1217600,3089800,
6/5/2023,87707000,,,,6/5/2023,916900,23151100,1665800,2812300,2004600,141200,7500,517100,1024100,1026300,1555300,205700,3461900,2848100,333700,1390900,1061000,48000,795700,423400,1820300,800200,2399300,5180100,3122900,632200,606800,40300,3469000,645500,479100,3032300,837000,2703600,683200,330300,119600,441600,2320200,408200,7154500,962000,219400,181200,325600,184600,767800,2449600,
6/6/2023,76568300,,,,6/6/2023,549600,4753100,1526300,2124700,1893300,27200,23700,2000200,1285300,1264000,1528100,368500,2621800,4634700,587200,779700,463800,74800,96400,334800,1730700,546500,3209000,3377600,3648200,609700,135700,30500,3572200,320700,198300,1711100,296700,3584700,1017200,227200,15800,364600,1874800,291800,19503400,607400,70500,192900,444700,309500,615900,1123800,
6/7/2023,72999400,,,,6/7/2023,388000,1579300,1333300,2023600,1623400,20100,23200,1221100,875800,2237000,264100,160600,1815000,4404100,417600,539800,3021100,89200,78200,274500,1973800,277200,2087900,3673000,2947400,800000,247200,27400,7432200,352500,335200,2237200,211800,4241900,1210500,211200,8100,266600,3161600,182300,14786900,400100,165000,235000,1010400,115700,705900,1306400,
6/8/2023,89667000,,,,6/8/2023,182500,2365900,2351900,3630700,1530000,60400,6900,1366200,449500,3374300,447100,311400,1246100,4408800,292000,859800,2490400,34700,164100,411600,1419800,379900,2583400,2664000,4466800,1037200,335600,65000,11891300,854200,179400,1289800,784400,4356100,2600800,181000,17700,192100,5874400,305200,16710900,451300,291400,135100,1623500,208400,1235300,1548700,
6/9/2023,84922700,,,,6/9/2023,335200,2173100,3215900,3852100,945000,24600,6100,608000,390000,1008200,1354300,533100,1931300,3208000,627400,1967300,3465400,44700,114800,742200,651400,763500,5069800,1815600,1396000,935000,432600,37000,9284800,556200,257200,417500,910100,6848800,793400,382100,13300,224500,2214300,701400,20541400,399800,338900,172100,595700,336600,1161300,1125700,
6/10/2023,78200500,,,,6/10/2023,601700,7940100,3143200,2787100,1184600,44100,40400,747600,994600,1285700,2342800,1053400,1034700,1476100,1334100,1149400,2108500,250300,147500,340400,327200,1425000,4602400,2669400,1026700,681300,253000,141500,9866200,863000,836100,735100,892200,3693600,426000,912100,18600,500400,360300,1153300,12804800,473000,180800,896800,693300,808000,251800,702300,
6/11/2023,60719700,,,,6/11/2023,496100,1943800,929900,1685700,2745800,82500,19600,1185900,869900,2010500,308200,177200,280700,2379200,445600,1693600,1240900,141400,214700,210900,622100,1047600,833700,2966300,751000,400300,259500,88900,12086200,697300,366600,1374500,433400,1603600,941500,949600,27200,330600,620100,495700,11918900,256900,232500,508300,238100,347200,258400,1001600,
6/12/2023,46477600,,,,6/12/2023,286600,1296800,1455200,3571000,1080000,19900,13500,494100,375500,932300,785300,293700,767300,2341200,142700,1266200,714100,40000,55200,353000,501700,908500,1959400,1934400,1224600,956500,99800,35800,2306000,238900,157200,593300,280200,1164200,738800,162900,7200,189600,613200,277300,13187100,262700,105900,204000,963400,76400,344500,700500,
6/13/2023,61001500,,,,6/13/2023,874600,3320100,3350700,5367200,950400,49000,12100,686800,881100,1633900,947800,411400,514700,2367900,698400,1526700,138300,66300,133100,326000,330100,2050900,2894700,1747000,1099700,2174000,45900,55700,1223900,691300,705500,983700,162800,4351100,864300,215000,25600,464700,825500,951100,12461700,270800,69100,259900,355400,231100,190000,1044500,
6/14/2023,89414900,,,,6/14/2023,621700,17809100,2269500,7840500,3281600,32000,5300,920200,467000,588300,1423100,413600,1221000,3566200,471900,1590400,221400,26400,94600,355400,457000,1721100,3785500,1397200,2415100,3774100,77300,20100,8872000,169700,309100,1029700,326000,2835500,377400,134900,16000,254100,1782200,913600,13247700,336500,71600,136900,347500,112700,403900,871300,
8/1/2023,91366500,,,,8/1/2023,4993300,6833900,2075800,1855200,3273000,89700,68700,3491300,3435900,1274300,562500,185200,728200,3376200,2074200,1541400,475700,314800,139500,216200,1055800,5273100,1304300,4190500,6028900,713200,178500,183000,3045400,807600,3079900,1343000,469800,1291700,1048900,928400,14900,1577900,4104900,5170500,3041500,1220700,159200,2258400,1986700,1053100,203300,2628400,
8/2/2023,75707200,,,,8/2/2023,241600,7978000,484000,1964600,5781200,15000,5300,1931400,516600,1658600,803300,248900,1169700,7063200,225300,328300,234900,26400,24200,306000,3968400,440100,2486500,2262200,2914700,1051400,28100,19700,13425800,205300,286900,4717300,157600,1418700,737800,150900,2900,176600,2775100,193000,1707300,676800,28700,114700,1649600,117200,672500,2314900,
8/3/2023,104482400,,,,8/3/2023,532200,4093900,503600,2635900,3298000,18300,8800,635300,676800,3154900,3627200,1457400,4457700,12234200,1475200,183600,194700,42400,29900,1293600,10605600,325800,10235000,6074500,4113400,1262800,37300,21900,4095500,276500,195600,1913200,891900,2593900,951200,278900,3100,134000,1533200,796000,5426600,1360200,65100,186600,1904700,320100,3929500,4396700,
8/4/2023,129266800,,,,8/4/2023,2979700,3698100,1840700,3457700,5515000,25700,10800,974400,4618600,2449400,1112300,779400,2305900,17701700,1067300,604700,182400,108700,47400,1904700,1599000,1651900,5669400,3674200,9724800,1229300,81700,36300,4156800,1180900,2770900,5670800,1395900,13563300,1212600,1000000,4400,2480300,5243200,3186900,2155300,1192100,114700,1165800,1525700,590700,1174200,4431100,
8/5/2023,160859500,,,,8/5/2023,753900,3252000,15864200,4870800,9121500,113100,121100,2542800,1673500,2772000,4295700,534800,1384400,17242600,529500,357000,1429400,547500,205100,457200,2345000,662600,15157000,4148000,4977300,1759900,233500,311800,8021400,1523700,309600,10286100,838100,22651700,1436600,1985900,42800,335400,2895400,826800,4315700,1246500,244500,825100,1697600,494300,1292300,1926800,
8/6/2023,248069000,,,,8/6/2023,475700,3490000,6974300,4180700,3282000,14700,14800,2186600,3007600,2337200,1050200,833100,4917600,18902300,322700,416600,1329100,74800,30700,336300,7900000,1123800,6896700,3172700,9867800,1587800,137400,99900,23452800,445500,247600,7650400,338500,75912600,927900,209000,2900,180200,11809800,603000,33353000,1905900,136600,173200,1492300,116600,1541100,2607000,
8/7/2023,164579500,,,,8/7/2023,2752700,2556000,17449200,2164200,4265100,17100,13900,484600,983300,1632100,6548200,3867300,11262700,7251400,3996300,1997700,804900,68100,37800,954700,7834200,10531600,17644200,2878200,4759100,1147700,59000,24700,6135100,192800,222900,2282000,1608200,8186600,1254400,384700,6000,375300,4407200,7333000,9181300,672600,58500,218700,1920600,418400,2302300,3432900,
8/8/2023,112146700,,,,8/8/2023,3660700,4294800,3890600,1562900,4118000,28100,49300,1814600,4543000,2200500,1245900,390200,1985600,1993700,1727100,1803200,371500,293200,50200,329800,3642800,3845700,3340600,3366800,6522000,1245700,93600,141700,9530100,1037400,3219700,4354300,509100,2597200,1405200,1011800,6900,1646300,9022000,3690000,4318100,2393400,159000,1510400,1023800,793300,1678300,3688600,
8/9/2023,237160400,,,,8/9/2023,668500,7385000,4650100,2126600,2342300,201400,10400,1432100,1806400,3422500,864700,300100,4725200,23180200,229700,239500,762500,91500,280300,403500,7663900,591900,4775300,3192100,5531000,1307100,343800,197400,13300600,1292300,739700,3354400,432600,71656900,1711600,505800,34200,1311400,3073600,533700,52606800,1027600,353000,225500,1980100,191000,2002300,2102300,
8/10/2023,113940300,,,,8/10/2023,1187600,5080500,5917800,1850600,3495000,48700,57100,745100,2377700,5407900,1499700,820300,2606000,1314900,2436800,681900,283800,243900,80800,1768800,2372800,1408200,3040000,7879500,4492300,815600,134100,167100,9616000,707300,1108200,4391100,720500,6261000,1415700,735800,9500,1094000,6317900,2513700,6296300,1176600,123900,602100,2195600,501500,3197600,6741500,
8/11/2023,137188400,,,,8/11/2023,2434800,2824000,992000,4254900,3515600,205400,49600,1224700,1240700,4409300,1049400,203400,10481500,9261400,491100,944300,923400,122100,263600,229900,6255800,2496900,3026400,6520900,13135400,1662800,273500,344000,10246900,1610000,1196600,10738900,337300,3933200,1558900,940000,44000,643500,7609600,1835100,6734300,1176500,259900,613700,1502100,155200,1755600,5460300,
8/12/2023,170371500,,,,8/12/2023,3192200,11262900,7388500,4550600,5442800,17300,6300,1636100,2579800,4922900,8559000,2937200,6868400,4554500,1418000,1223700,754000,65000,39100,1332800,10199200,4880000,14579300,3157400,3086000,1612200,69500,23300,11618900,242100,528700,5550100,1333700,9838800,1811500,268800,5900,1193300,2579100,3022500,8269500,1955200,52900,187500,2574700,141100,6177400,6661800,
8/13/2023,191472700,,,,8/13/2023,3364100,12007900,1763300,3931100,12290100,83200,286000,723000,3007800,4120800,4092400,2828900,1755500,21423700,2637200,1647100,1257000,1324800,170800,2976800,4587300,3974500,7716200,2971300,7099000,1904500,326800,506400,19422900,1580000,1059500,6346500,2914100,11243600,1818300,2750600,19900,736800,4899200,1754700,10068500,3001000,308700,3476200,2517800,2777500,1175700,2823700,
8/14/2023,434763900,,,,8/14/2023,1382500,5155800,29784000,5205800,1939400,28500,34700,712400,704100,2886300,6942500,1952800,9480300,15093900,2950400,6522300,7020800,74700,173700,907300,12514100,5958400,23003900,4013100,4132700,1095600,409600,153500,6149100,2317700,205400,3274400,935700,75451600,1624100,589300,21000,152600,2770600,4069000,176188100,977300,698300,136800,1983800,264800,5111800,1609400,
8/15/2023,355128300,,,,8/15/2023,11493100,2511000,25350500,4947500,2109700,90500,81900,1004000,6457200,4493500,6239400,4254300,3892000,3160700,7911300,17689900,2677700,453000,163700,4394800,2495200,19333400,11940300,7098600,489900,1335700,180700,170400,3832800,444800,2427900,717500,1940400,28500400,1835100,833900,31400,1446800,686400,14329100,130736400,1506800,218100,2500500,1528500,1668700,2262500,5260400,
8/16/2023,221106900,,,,8/16/2023,10940100,7416400,3940000,4215600,8939600,128200,141900,1334000,6700300,4758600,567600,560700,8603100,5842200,5985300,7670100,229300,818100,171000,320200,15805200,11128400,686300,4442700,9409000,1627300,75600,212300,7711900,2539900,4518800,13872000,1501400,1504800,1326900,2971900,30700,2129300,13560100,9723800,17789300,1432500,103800,3700500,1794700,2669700,2504100,7051700,
8/17/2023,203753500,,,,8/17/2023,2623500,2814500,8197000,4868600,961900,21900,6200,1336500,2353800,1128900,8922400,2881200,18051900,13593100,2834200,1465200,295000,56800,57700,2215100,16668000,3446500,20131600,1923700,4456100,2099600,34200,25400,8533900,233400,413600,898300,1316800,31826000,920800,344000,9600,612800,1020600,1983100,10032900,652400,36300,231000,1208800,387500,17919000,1702200,
8/18/2023,147708000,,,,8/18/2023,5696800,4671300,6427500,3112400,3775000,111000,230800,1976000,5862600,5181200,1728400,2666800,336300,935400,8985300,833600,2008100,889300,205800,2803000,480700,7557300,2500000,8725600,2088400,1854800,277100,445400,4808300,778900,5919100,4029800,4853800,585300,2415200,2424100,34400,3833400,3432500,10947800,3803000,835600,159600,4696300,2293200,4321800,230400,4939600,
8/19/2023,170278300,,,,8/19/2023,5026700,2647200,3224400,2348400,3081000,196000,46300,2358500,7789400,4880100,671000,138100,8417200,3666600,1097900,3897300,1712300,138900,273600,580300,28020000,5711300,3400400,2837800,13911400,886700,239500,293300,1823400,1926400,4339200,16603600,313100,538600,1223200,1245000,34700,3615100,11550100,2181300,4755400,1343000,138200,953900,1625600,731400,5853400,1992100,
8/20/2023,169249600,,,,8/20/2023,879800,1065500,4903800,3013200,450400,119600,18400,1274400,1422200,1264700,5666100,1980700,22077400,5880800,474400,3202700,2656900,74900,253500,8873900,21687200,966200,16875100,1409100,4783700,417000,310200,145700,612100,584900,488500,1275600,1574300,6249200,638000,554800,32800,398000,1716800,522000,20310200,735000,153100,283700,2118700,361200,16725100,1768100,
8/21/2023,168604900,,,,8/21/2023,2113600,3347500,7099200,2385100,1278100,552500,229000,1613300,3845700,907400,7498800,4548400,871800,1963900,3755400,770500,10498300,1057400,1097500,5299900,2064200,1003200,20143900,1676100,631200,484500,1954400,775700,2800100,10458500,3773100,1400600,5130600,13320100,1135100,6466300,102200,2011600,1659800,4492500,14008400,238900,2479900,3231800,1383900,1863900,1616900,1564200,
8/22/2023,202230200,,,,8/22/2023,12071000,6559700,10610900,8631000,1868100,711500,536700,4603000,9283600,3623900,2750800,2489000,362700,451400,8324400,2538800,5496800,2720200,877800,268300,1069900,13563300,3397800,4376200,1264200,1328000,1141300,1705900,3031000,5494400,7331100,4036400,3942600,2490400,2868300,8412700,101400,4653900,3033900,11816900,8199200,314800,874900,8687500,1953900,6701700,353100,5305900,
8/23/2023,197050300,,,,8/23/2023,6220000,3825000,7962300,7750300,4532600,21600,15900,3008200,7303200,17101700,2485600,1491400,4735600,325900,2015300,7649300,896500,51100,25900,896900,7685100,10756300,1731500,12222400,2950600,2474400,49100,40700,5180600,189000,4238300,6246000,592200,1326300,3904500,226900,3600,3760900,7369900,6469900,12155000,7585600,33800,539100,5423800,514900,4781200,10284400,
8/24/2023,276377600,,,,8/24/2023,1332000,17296100,3805900,2452800,7994100,14800,12700,2161400,2024900,14780800,17015800,4473900,29564400,921900,1497600,1906300,219000,40700,28900,2684000,30294700,903500,6052400,10457900,11037100,1582400,32400,23600,11662700,306200,880900,18371800,1447400,1582500,2459000,171300,4200,641100,7478600,2665100,13061400,4371500,46500,444300,4917500,227200,27777400,7249000,
